===== synchronizedResults.txt RESULTS =====
8	1000	29604.4
8	1000	30904.4
8	1000	30199.2
16	1000	91357.8
16	1000	57072.2
16	1000	78845.8
16	1000	80644.5
16	1000	74767.1
32	1000	169549
32	1000	187205
32	1000	187061
32	1000	172680
32	1000	174288
1	10000	767.605
1	10000	776.629
1	10000	580.219
1	10000	731.589
1	10000	746.909
2	10000	1907.64
2	10000	2048.46
2	10000	1456.37
2	10000	1858.43
2	10000	2080.18
4	10000	4134.14
4	10000	4062.30
4	10000	4389.93
4	10000	3899.50
4	10000	4185.00
8	10000	9409.92
8	10000	6940.42
8	10000	7713.74
8	10000	7015.10
8	10000	6730.86
16	10000	19163.4
16	10000	18495.2
16	10000	24180.9
16	10000	30131.3
16	10000	18577.9
32	10000	36661.4
32	10000	37463.7
32	10000	34376.7
32	10000	29277.3
32	10000	39055.8
1	100000	219.219
1	100000	199.645
1	100000	239.552
1	100000	215.208
1	100000	239.356
2	100000	783.629
2	100000	857.577
2	100000	925.400
2	100000	409.482
2	100000	968.937
4	100000	1351.07
4	100000	1307.95
4	100000	1462.65
4	100000	1284.58
4	100000	1365.87
8	100000	1906.68
8	100000	2028.27
8	100000	2027.45
8	100000	1903.88
8	100000	2360.59
16	100000	4477.71
16	100000	3903.39
16	100000	4047.61
16	100000	4055.58
16	100000	6248.16
32	100000	8223.39
32	100000	10534.3
32	100000	8523.77
32	100000	8446.29
32	100000	8861.68
1	1000000	57.3832
1	1000000	60.1070
1	1000000	60.6274
1	1000000	61.6219
1	1000000	69.0529
2	1000000	338.903
2	1000000	329.621
2	1000000	330.156
2	1000000	285.083
2	1000000	285.995
4	1000000	702.068
4	1000000	718.957
4	1000000	737.187
4	1000000	757.348
4	1000000	704.535
8	1000000	1985.18
8	1000000	1348.41
8	1000000	1215.86
8	1000000	1833.04
8	1000000	1874.03
16	1000000	3606.18
16	1000000	3808.06
16	1000000	3907.65
16	1000000	3789.84
16	1000000	3540.65
32	1000000	11247.3
32	1000000	11573.4
32	1000000	9101.46
32	1000000	10437.0
32	1000000	11548.9
===== nullResults.txt RESULTS =====
1	100	29963.4
1	100	29128.5
1	100	30144.7
1	100	28427.7
1	100	26603.4
2	100	52043.6
2	100	54923.6
2	100	56823.0
2	100	52622.7
2	100	56199.6
4	100	126692
4	100	125337
4	100	113992
4	100	122902
4	100	120932
8	100	227817
8	100	271394
8	100	239714
8	100	268477
8	100	234350
16	100	759610
16	100	665988
16	100	782910
16	100	850924
16	100	758015
32	100	2.31571e+06
32	100	2.31666e+06
32	100	2.35783e+06
32	100	2.06010e+06
32	100	2.30812e+06
1	1000	4651.48
1	1000	4290.32
1	1000	4179.62
1	1000	4445.54
1	1000	4587.59
2	1000	8306.56
2	1000	8523.37
2	1000	8143.13
2	1000	8250.21
2	1000	7976.23
4	1000	19363.4
4	1000	16806.2
4	1000	19459.4
4	1000	19698.9
4	1000	17338.2
8	1000	34791.8
8	1000	39383.7
8	1000	35884.2
8	1000	28548.3
8	1000	35772.7
16	1000	79548.4
16	1000	70887.9
16	1000	84397.1
16	1000	81099.5
16	1000	81442.1
32	1000	204732
32	1000	259138
32	1000	244517
32	1000	227870
32	1000	279073
1	10000	683.306
1	10000	770.762
1	10000	898.523
1	10000	653.664
1	10000	743.187
2	10000	1793.55
2	10000	1528.56
2	10000	1719.58
2	10000	1364.99
2	10000	2014.15
4	10000	3156.27
4	10000	4005.00
4	10000	3909.72
4	10000	3873.45
4	10000	3956.66
8	10000	8210.92
8	10000	7177.68
8	10000	7660.63
